URLs,year,IslamWords,totals,anxioutyWords,chappwords,DHSWords,ReligLWICwords,optwords,frequency_anxiouty,frequency_religLWIC,frequency_dhs,frequency_anxiouty_lag1,frequency_religLWIC_lag1,frequency_dhs_lag1,frequency_reli_Lwicnoislam,frequency_chapp,frequency_islam,frequency_opt,state,globalterrorism,abbr,femadec,terroristattack,bioguide,end_last_term,first,last,religion,unafilated,other,jew,mormon,othodoxchristain,protestantdemonation,catholic,aa,hisp,id,icpsr,thomas,govtrack,cong,gender,type,start,end,district,class,party,dw1,comc,comr,leadcham,simpleparty,dwisest,manualcorrection,scomc,scomr,percentwhite,pres2,veryconservative,don'tattendchurch,don'tpray,unemploy,nonwhite,abrvState,catholic_state,jewish_state,evang_state,orthodox_state,bkprot_state,mainline_state,conservative.non.traditional_state,liberal.protestant_state,secular_state,veryReligous,upforElection,Female,Republican,urls2
brownback,2006,132,2346571,2976,3969,9490,3588,5539,0.001268235,0.001529041,0.0040442,NA,NA,NA,0.001472788,0.001691405,5.63E-05,0.002360467,Kansas,2743,KS,20,0,B000953,1/3/11,Samuel,Brownback,Catholic,0,0,0,0,0,0,1,0,0,8687,29523,137,300013,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.433,0,0,0,R,NULL,NULL,0,0,0.869379,2.796574,3.385621,2.685345,2.623913,4.4,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,0,0,1,brownback
brownback,2008,123,1613142,1816,2864,6475,2732,3513,0.001125754,0.00169359,0.004013907,0.001268235,0.001529041,0.0040442,0.001617342,0.001775418,7.62E-05,0.002177739,Kansas,4785,KS,123,0,B000953,1/3/11,Samuel,Brownback,Catholic,0,0,0,0,0,0,1,0,0,8688,29523,137,300013,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.426,0,1,0,R,NULL,NULL,0,1,0.9012048,3.130121,3.554217,3.550725,2.893462,4.5,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,0,0,1,brownback
brownback,2010,679,5129096,6653,7266,20505,7489,12257,0.001297111,0.001460102,0.003997782,0.001125754,0.00169359,0.004013907,0.00132772,0.001416625,0.000132383,0.002389701,Kansas,4805,KS,92,0,B000953,1/3/11,Samuel,Brownback,Catholic,0,0,0,0,0,0,1,0,0,8689,29523,137,300013,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.42,0,0,0,R,NULL,NULL,0,0,0.8504505,2.918772,3.491892,3.592058,2.906306,7.4,0,ks,14.9033289,0.366403639,18.74059105,0,1.652140379,18.29285431,0.683773696,0.034711376,45.323246,0.55,1,0,1,brownback
bunning,2006,15,525563,564,781,2325,698,1254,0.001073136,0.001328101,0.004423828,NA,NA,NA,0.00129956,0.001486026,2.85E-05,0.002386014,Kentucky,2743,KY,0,0,B001066,1/3/11,Jim,Bunning,Catholic,0,0,0,0,0,0,1,0,0,8699,15406,146,300014,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.633,0,0,0,R,NULL,NULL,0,0,0.8913044,2.767391,3.41573,2.681223,2.502203,5.6,0,ky,9.911551476,0.366403639,35.23502731,0,4.169380188,10.3367815,0.368654251,0.026347952,39.55039215,0.63,0,0,1,bunning
bunning,2008,251,2688015,3049,2925,11508,3611,6580,0.001134295,0.001343371,0.004281227,0.001073136,0.001328101,0.004423828,0.001249994,0.001088165,9.34E-05,0.002447904,Kentucky,4785,KY,73,0,B001066,1/3/11,Jim,Bunning,Catholic,0,0,0,0,0,0,1,0,0,8700,15406,146,300014,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.649,0,0,0,R,NULL,NULL,0,0,0.9334764,3.141631,3.603004,3.563441,3.568627,6.3,0,ky,9.911551476,0.366403639,35.23502731,0,4.169380188,10.3367815,0.368654251,0.026347952,39.55039215,0.63,0,0,1,bunning
bunning,2010,204,3811709,3650,3259,14845,3736,7853,0.000957577,0.000980139,0.00389458,0.001134295,0.001343371,0.004281227,0.000926619,0.000854998,5.35E-05,0.002060232,Kentucky,4805,KY,91,0,B001066,1/3/11,Jim,Bunning,Catholic,0,0,0,0,0,0,1,0,0,8701,15406,146,300014,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.665,0,0,0,R,NULL,NULL,0,0,0.8575198,2.981506,3.534301,3.477572,2.824306,10.3,0,ky,9.911551476,0.366403639,35.23502731,0,4.169380188,10.3367815,0.368654251,0.026347952,39.55039215,0.63,1,0,1,bunning
burns,2006,0,3380493,2473,1073,13352,861,5990,0.000731551,0.000254698,0.003949721,NA,NA,NA,0.000254698,0.00031741,1.00E-09,0.001771932,Montana,2743,MT,4,0,B001126,1/3/07,Conrad,Burns,Lutheran,0,0,0,0,0,1,0,0,0,7866,15701,1298,300015,109,M,sen,1/3/01,12/9/06,0,1,Republican,0.412,0,0,0,R,NULL,NULL,0,0,0.852349,2.691275,3.391892,2.919463,2.714286,3.6,0,mt,15.74327469,0.095833384,10.98834229,0,0.053812895,12.2725935,3.58168602,0.027281886,57.29421234,0.48,1,0,1,burns
burr,2006,0,1090553,302,1889,6283,1886,2066,0.000276925,0.001729399,0.005761298,NA,NA,NA,0.001729399,0.00173215,1.00E-09,0.001894453,North Carolina,2743,NC,0,1,B001135,1/3/23,Richard,Burr,Presbyterian,0,0,0,0,0,1,0,0,0,628,29548,153,400054,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.553,0,0,0,R,NULL,NULL,0,0,0.7711864,2.922587,3.36246,2.615054,2.494105,4.7,0,nc,2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,0,0,1,burr
burr,2008,0,556429,245,796,2765,787,1195,0.000440309,0.001414377,0.004969188,0.000276925,0.001729399,0.005761298,0.001414377,0.001430552,1.00E-09,0.002147625,North Carolina,4785,NC,7,0,B001135,1/3/23,Richard,Burr,Presbyterian,0,0,0,0,0,1,0,0,0,629,29548,153,400054,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.553,0,1,0,R,NULL,NULL,0,1,0.8214665,3.129649,3.479277,3.335813,3.056806,6.4,0,nc,2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,0,0,1,burr
burr,2010,0,769428,513,470,2342,535,1240,0.00066673,0.000695323,0.003043821,0.000440309,0.001414377,0.004969188,0.000695323,0.000610844,1.00E-09,0.001611588,North Carolina,4805,NC,58,0,B001135,1/3/23,Richard,Burr,Presbyterian,0,0,0,0,0,1,0,0,0,630,29548,153,400054,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.553,0,1,0,R,NULL,NULL,0,1,0.7191517,2.83269,3.521851,3.42701,2.764175,10.5,0,nc,2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,1,0,1,burr
burr,2012,1,437475,342,383,1353,501,780,0.00078176,0.001145209,0.003092749,0.00066673,0.000695323,0.003043821,0.001142923,0.00087548,2.29E-06,0.00178296,North Carolina,8481,NC,0,0,B001135,1/3/23,Richard,Burr,Presbyterian,0,0,0,0,0,1,0,0,0,631,29548,153,400054,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.553,0,1,0,R,NULL,NULL,0,1,0.689554,2.612221,3.454225,3.592244,2.895294,9.2,0,nc,2.255109072,0.095833384,28.55709267,0,11.69890594,16.50942802,0.499031693,0.056074876,39.98882294,0.65,0,0,1,burr
burris,2010,0,68286,28,8,383,8,113,0.000410041,0.000117155,0.005608764,NA,NA,NA,0.000117155,0.000117155,1.00E-09,0.001654806,Illinois,4805,IL,11,0,B001266,11/29/10,Roland,Burris,Baptist,0,0,0,0,0,0,0,1,0,10150,40903,1963,412328,111,M,sen,1/15/09,11/29/10,0,3,Democrat,-0.517,0,0,0,D,NULL,NULL,NULL,NULL,0.7068353,2.627723,3.27747,3.819439,3.247431,10.2,1,il,31.59092522,2.354976654,10.9168787,0,3.637621164,10.78231907,0.265532821,0.071833484,40.08695221,0.51,1,0,0,burris
byrd,2006,70,996417,1706,1571,4810,1636,2028,0.001712136,0.001641884,0.004827297,NA,NA,NA,0.001571632,0.00157665,7.03E-05,0.002035293,West Virginia,2743,WV,0,0,B001210,6/28/10,Robert,Byrd,Baptist,0,0,0,0,0,0,0,0,0,9149,1366,1299,300016,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.382,0,1,0,D,NULL,NULL,0,1,0.96875,2.90625,3.431095,2.831579,2.644366,5.1,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,1,0,0,byrd
byrd,2008,64,1089800,1872,1907,5268,2072,2171,0.001717747,0.001901267,0.004833915,0.001712136,0.001641884,0.004827297,0.001842541,0.001749863,5.87E-05,0.00199211,West Virginia,4785,WV,18,0,B001210,6/28/10,Robert,Byrd,Baptist,0,0,0,0,0,0,0,0,0,9150,1366,1299,300016,110,M,sen,1/4/07,6/28/10,0,1,Democrat,-0.39,1,0,0,D,NULL,NULL,1,0,0.9352227,3.145749,3.635628,3.384615,3.126531,4.4,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,0,0,0,byrd
byrd,2010,10,243189,401,375,1247,411,475,0.001648924,0.001690045,0.0051277,0.001717747,0.001901267,0.004833915,0.001648924,0.001542012,4.11E-05,0.001953214,West Virginia,4805,WV,49,0,B001210,6/28/10,Robert,Byrd,Baptist,0,0,0,0,0,0,0,0,0,9151,1366,1299,300016,111,M,sen,1/4/07,6/28/10,0,1,Democrat,-0.398,0,0,0,D,NULL,NULL,NULL,NULL,0.9122257,3.097484,3.512579,3.553459,2.711599,9,0,wv,6.051318169,0.121607356,18.25309181,0,1.233525753,15.24000549,0.451357901,0.013995161,58.62796021,0.69,0,0,0,byrd
cantwell,2006,8,3637330,2614,649,21501,850,6059,0.00071866,0.000233689,0.005911205,NA,NA,NA,0.000231489,0.000178429,2.20E-06,0.001665783,Washington,2743,WA,29,2,C000127,1/3/19,Maria,Cantwell,Catholic,0,0,0,0,0,0,1,0,0,14,39310,172,300018,109,F,sen,1/3/01,12/9/06,0,1,Democrat,-0.352,0,0,0,D,NULL,NULL,0,0,0.8334779,3.061579,3.141981,3.143853,3.209323,5,0,wa,10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,1,1,0,cantwell
cantwell,2008,4,2035649,1411,374,11290,493,3724,0.000693146,0.000242184,0.005546144,0.00071866,0.000233689,0.005911205,0.000240219,0.000183726,1.97E-06,0.001829393,Washington,4785,WA,2,1,C000127,1/3/19,Maria,Cantwell,Catholic,0,0,0,0,0,0,1,0,0,16,39310,172,300018,110,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.352,0,0,0,D,NULL,NULL,0,0,0.8524027,3.229977,3.169336,4.147936,4.073256,5.3,0,wa,10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,0,1,0,cantwell
cantwell,2010,4,26662157,7376,731,198368,1146,25132,0.000276648,4.30E-05,0.007440059,0.000693146,0.000242184,0.005546144,4.28E-05,2.74E-05,1.51E-07,0.00094261,Washington,4805,WA,2,0,C000127,1/3/19,Maria,Cantwell,Catholic,0,0,0,0,0,0,1,0,0,17,39310,172,300018,111,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.352,0,0,0,D,NULL,NULL,0,0,0.8253146,2.762398,3.200592,4.113249,3.564767,10.2,0,wa,10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,0,1,0,cantwell
cantwell,2012,16,4468706,3187,1018,17717,1053,8512,0.000713183,0.00023564,0.003964683,0.000276648,4.30E-05,0.007440059,0.000232059,0.000227807,3.58E-06,0.001904803,Washington,8481,WA,14,0,C000127,1/3/19,Maria,Cantwell,Catholic,0,0,0,0,0,0,1,0,0,15,39310,172,300018,112,F,sen,1/4/07,1/3/13,0,1,Democrat,-0.352,0,0,0,D,NULL,NULL,0,0,0.8114127,2.651568,3.206825,4.281141,3.788301,8.3,0,wa,10.81938171,1.075806499,9.789134026,0,0.821009398,7.810295105,3.095203161,0.102677546,66.8662796,0.45,1,1,0,cantwell
cardin,2008,126,1761025,1425,921,6712,1077,3248,0.000809189,0.000611577,0.003811418,NA,NA,NA,0.000540027,0.000522992,7.16E-05,0.001844381,Maryland,4785,MD,0,0,C000141,1/3/19,Benjamin,Cardin,Jew,0,0,1,0,0,0,0,0,0,29,15408,174,400064,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.454,0,0,0,D,NULL,NULL,NULL,NULL,0.7324478,3.315589,3.263757,3.864762,3.889535,4.2,0,md,17.41647148,4.412138462,7.655473232,0,5.820304394,12.36337852,0.449757278,0.130817562,51.65472031,0.54,0,0,0,cardin
cardin,2010,143,6106923,3699,3543,29945,3055,10482,0.000605707,0.000500253,0.004903452,0.000809189,0.000611577,0.003811418,0.000476837,0.000580162,2.34E-05,0.001716414,Maryland,4805,MD,34,1,C000141,1/3/19,Benjamin,Cardin,Jew,0,0,1,0,0,0,0,0,0,30,15408,174,400064,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.454,0,0,0,D,NULL,NULL,0,0,0.6312195,2.529814,3.26784,3.688477,3.186888,7.7,0,md,17.41647148,4.412138462,7.655473232,0,5.820304394,12.36337852,0.449757278,0.130817562,51.65472031,0.54,0,0,0,cardin
cardin,2012,98,2128902,1641,1025,7786,1369,3789,0.000770821,0.000643055,0.003657285,0.000605707,0.000500253,0.004903452,0.000597022,0.00048147,4.60E-05,0.001779792,Maryland,8481,MD,54,0,C000141,1/3/19,Benjamin,Cardin,Jew,0,0,1,0,0,0,0,0,0,28,15408,174,400064,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.454,0,0,0,D,NULL,NULL,0,0,0.6290019,2.399623,3.161017,3.907634,3.318567,7,0,md,17.41647148,4.412138462,7.655473232,0,5.820304394,12.36337852,0.449757278,0.130817562,51.65472031,0.54,1,0,0,cardin
carper,2006,23,2582137,1222,2309,10763,2244,5827,0.000473252,0.000869049,0.004168254,NA,NA,NA,0.000860141,0.000894222,8.91E-06,0.002256659,Delaware,2743,DE,1,0,C000174,1/3/19,Thomas,Carper,Presbyterian,0,0,0,0,0,1,0,0,0,38,15015,179,300019,109,M,sen,1/3/01,12/9/06,0,1,Democrat,-0.243,0,0,0,D,NULL,NULL,0,0,0.7981651,2.853211,3.4,2.752294,2.805556,3.5,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,1,0,0,carper
carper,2008,33,1814522,1066,1067,6786,1022,4364,0.000587484,0.000563235,0.003739829,0.000473252,0.000869049,0.004168254,0.000545048,0.000588035,1.82E-05,0.002405042,Delaware,4785,DE,0,0,C000174,1/3/19,Thomas,Carper,Presbyterian,0,0,0,0,0,1,0,0,0,40,15015,179,300019,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.255,0,0,0,D,NULL,NULL,0,0,0.736,3.176,3.48,3.944,3.180328,5,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,carper
carper,2010,60,3430026,2095,2209,12396,2038,7590,0.000610784,0.000594166,0.003613968,0.000587484,0.000563235,0.003739829,0.000576673,0.000644019,1.75E-05,0.002212812,Delaware,4805,DE,3,0,C000174,1/3/19,Thomas,Carper,Presbyterian,0,0,0,0,0,1,0,0,0,41,15015,179,300019,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.267,0,0,0,D,NULL,NULL,0,0,0.7061611,2.720379,3.364929,3.758294,3.023697,8.5,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,0,0,0,carper
carper,2012,55,4266199,2466,1804,12115,2067,9929,0.000578033,0.000484507,0.002839765,0.000610784,0.000594166,0.003613968,0.000471615,0.00042286,1.29E-05,0.002327365,Delaware,8481,DE,6,0,C000174,1/3/19,Thomas,Carper,Presbyterian,0,0,0,0,0,1,0,0,0,39,15015,179,300019,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.279,0,0,0,D,NULL,NULL,0,0,0.7510917,2.41048,3.184211,4.008734,3.427948,7.2,0,de,17.46421242,1.426066756,5.658032417,0,6.011847019,14.7925148,0.418212831,0.218113154,54.01100159,0.52,1,0,0,carper
casey,2008,181,2790027,2183,1690,9571,2064,4741,0.000782431,0.000739779,0.003430434,NA,NA,NA,0.000674905,0.00060573,6.49E-05,0.001699268,Pennsylvania,4785,PA,0,0,C001070,1/3/19,Robert,Casey,Catholic,0,0,0,0,0,0,1,0,0,43,40703,1828,412246,110,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.345,0,0,0,D,NULL,NULL,NULL,NULL,0.8901857,3.216561,3.363926,3.821561,3.538791,5.3,0,pa,30.93216896,2.774456263,5.765742779,0,2.048209906,19.42445946,0.206099436,0.079837441,38.63896561,0.53,0,0,0,casey
casey,2010,196,5653430,5658,3033,31902,3523,12338,0.001000809,0.000623163,0.005642947,0.000782431,0.000739779,0.003430434,0.000588493,0.000536489,3.47E-05,0.002182393,Pennsylvania,4805,PA,27,0,C001070,1/3/19,Robert,Casey,Catholic,0,0,0,0,0,0,1,0,0,44,40703,1828,412246,111,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.345,0,0,0,D,NULL,NULL,0,0,0.8545043,2.873442,3.418771,3.830381,3.159879,8.6,0,pa,30.93216896,2.774456263,5.765742779,0,2.048209906,19.42445946,0.206099436,0.079837441,38.63896561,0.53,0,0,0,casey
casey,2012,30,2137682,2210,1382,12783,1644,4781,0.001033831,0.000769058,0.005979843,0.001000809,0.000623163,0.005642947,0.000755024,0.000646496,1.40E-05,0.002236536,Pennsylvania,8481,PA,68,0,C001070,1/3/19,Robert,Casey,Catholic,0,0,0,0,0,0,1,0,0,42,40703,1828,412246,112,M,sen,1/4/07,1/3/13,0,1,Democrat,-0.345,1,0,0,D,NULL,NULL,1,0,0.8076923,2.687641,3.362607,3.991399,3.412324,7.8,0,pa,30.93216896,2.774456263,5.765742779,0,2.048209906,19.42445946,0.206099436,0.079837441,38.63896561,0.53,1,0,0,casey
chafee,2006,144,5966316,3124,1680,36354,1420,10409,0.000523607,0.000238004,0.006093208,NA,NA,NA,0.000213868,0.000281582,2.41E-05,0.001744629,Rhode Island,2743,RI,0,0,C001040,1/3/07,Lincoln,Chafee,Episcopalian,0,0,0,0,0,1,0,0,0,7880,49905,1612,300020,109,M,sen,1/3/01,12/9/06,0,1,Republican,-0.052,0,0,0,R,NULL,NULL,0,0,0.8852459,2.934426,3.291667,2.669421,3.016393,5.2,0,ri,63.1240387,1.604541898,3.827541351,0.966651499,0.942535043,5.95178318,0.143303603,0.170210391,23.26939392,0.49,1,0,1,chafee
chambliss,2006,352,51250007,39306,6730,246454,7964,79690,0.000766947,0.000155396,0.004808859,NA,NA,NA,0.000148528,0.000131318,6.87E-06,0.001554928,Georgia,2743,GA,0,0,C000286,1/3/15,Saxby,Chambliss,Episcopalian,0,0,0,0,0,1,0,0,0,174,29512,188,300021,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.499,1,0,0,R,NULL,NULL,NULL,NULL,0.6582491,2.852071,3.380829,2.613232,2.477966,4.6,0,ga,3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,chambliss
chambliss,2008,72,930574,539,27,2829,214,1788,0.000579213,0.000229967,0.00304006,0.000766947,0.000155396,0.004808859,0.000152595,2.90E-05,7.74E-05,0.001921396,Georgia,4785,GA,21,0,C000286,1/3/15,Saxby,Chambliss,Episcopalian,0,0,0,0,0,1,0,0,0,175,29512,188,300021,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.509,0,1,0,R,NULL,NULL,NULL,NULL,0.7502812,2.96614,3.644544,3.319053,3.151308,6.4,0,ga,3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,1,0,1,chambliss
chambliss,2010,0,847563,778,290,2117,181,2055,0.000917927,0.000213554,0.00249775,0.000579213,0.000229967,0.00304006,0.000213554,0.000342158,1.00E-09,0.0024246,Georgia,4805,GA,0,0,C000286,1/3/15,Saxby,Chambliss,Episcopalian,0,0,0,0,0,1,0,0,0,177,29512,188,300021,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.519,0,1,0,R,NULL,NULL,NULL,NULL,0.6051641,2.772213,3.522324,3.393972,2.621636,10.7,0,ga,3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,chambliss
chambliss,2012,14,1086580,909,577,4270,626,2494,0.000836571,0.000576121,0.003929762,0.000917927,0.000213554,0.00249775,0.000563236,0.000531025,1.29E-05,0.002295276,Georgia,8481,GA,0,2,C000286,1/3/15,Saxby,Chambliss,Episcopalian,0,0,0,0,0,1,0,0,0,176,29512,188,300021,112,M,sen,1/6/09,1/3/15,0,2,Republican,0.529,0,1,0,R,NULL,NULL,NULL,NULL,0.6009096,2.667236,3.453508,3.550741,2.82906,9.1,0,ga,3.244874716,1.12294805,31.19724655,0,9.972668648,11.49793434,0.503116906,0.042758685,42.41073608,0.66,0,0,1,chambliss
clinton,2006,106,8660933,10518,5173,48962,6418,19511,0.00121442,0.00074103,0.005653203,NA,NA,NA,0.000728791,0.000597281,1.22E-05,0.002252761,New York,2743,NY,38,0,C001041,1/21/09,Hillary,Clinton,Methodist,0,0,0,0,0,1,0,0,0,9166,40105,1631,300022,109,F,sen,1/3/01,12/9/06,0,1,Democrat,-0.433,0,0,0,D,NULL,NULL,0,0,0.7270681,3.135105,3.054379,3.117379,3.160046,4.4,0,ny,40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,1,1,0,clinton
clinton,2008,182,9282497,10692,4674,51890,6008,20390,0.001151846,0.000647241,0.005590092,0.00121442,0.00074103,0.005653203,0.000627634,0.000503529,1.96E-05,0.002196608,New York,4785,NY,16,1,C001041,1/21/09,Hillary,Clinton,Methodist,0,0,0,0,0,1,0,0,0,9167,40105,1631,300022,110,F,sen,1/4/07,1/21/09,0,1,Democrat,-0.433,0,0,0,D,NULL,NULL,0,0,0.7934166,3.361823,3.248014,4.115407,3.9197,5.5,0,ny,40.46861649,10.24565506,3.856022596,0,3.746647835,7.00045681,0.166738421,0.075862452,34.33516312,0.46,0,1,0,clinton
coats,2012,2,277670,192,223,789,242,675,0.000691469,0.000871539,0.002841504,NA,NA,NA,0.000864336,0.000803113,7.20E-06,0.002430944,Indiana,8481,IN,6,0,C000542,1/3/17,Daniel,Coats,Presbyterian,0,0,0,0,0,1,0,0,0,756,14806,209,402675,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.444,0,0,0,R,NULL,NULL,0,0,0.8117647,2.697149,3.445535,3.765456,3.090196,8.3,0,in,12.61125469,0.366403639,18.16075325,0,2.991328239,12.95188332,0.376991361,0.054922666,52.47537231,0.54,0,0,1,coats
coburn,2006,391,13649020,11619,7466,52247,7075,29864,0.000851271,0.000518353,0.003827895,NA,NA,NA,0.000489706,0.000547,2.86E-05,0.002187997,Oklahoma,2743,OK,104,0,C000560,1/3/15,Thomas,Coburn,Baptist,0,0,0,0,0,1,0,0,0,774,29555,212,400576,109,M,sen,1/4/05,12/22/10,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.815534,2.839806,3.468672,2.762836,2.535627,3.9,0,ok,4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,coburn
coburn,2008,1053,16267560,12033,11049,47630,10169,32479,0.000739694,0.00062511,0.002927914,0.000851271,0.000518353,0.003827895,0.00056038,0.000679206,6.47E-05,0.001996551,Oklahoma,4785,OK,82,0,C000560,1/3/15,Thomas,Coburn,Baptist,0,0,0,0,0,1,0,0,0,775,29555,212,400576,110,M,sen,1/4/05,12/22/10,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.8329571,2.84127,3.75395,3.284424,2.954442,3.7,0,ok,4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,coburn
coburn,2010,32,14386401,8015,5808,32628,6746,24806,0.000557124,0.000468916,0.002267976,0.000739694,0.00062511,0.002927914,0.000466692,0.000403716,2.23E-06,0.001724268,Oklahoma,4805,OK,204,0,C000560,1/3/15,Thomas,Coburn,Baptist,0,0,0,0,0,1,0,0,0,776,29555,212,400576,111,M,sen,1/4/05,12/22/10,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.8157424,3.177102,3.781362,3.454383,2.656529,7.2,0,ok,4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,1,0,1,coburn
coburn,2012,16,22180543,12700,7497,37650,8394,35905,0.000572575,0.000378441,0.001697435,0.000557124,0.000468916,0.002267976,0.000377719,0.000338,7.22E-07,0.001618762,Oklahoma,8481,OK,10,0,C000560,1/3/15,Thomas,Coburn,Baptist,0,0,0,0,0,1,0,0,0,777,29555,212,400576,112,M,sen,1/5/11,1/3/17,0,3,Republican,0.816,0,0,0,R,NULL,NULL,0,0,0.8103728,3.00813,3.631494,3.492707,2.888169,5.1,0,ok,4.566400051,0.158317134,43.97277451,0,2.716187954,14.71036434,0.607422769,0.088854693,33.16696167,0.66,0,0,1,coburn
cochran,2006,0,92875,0,94,495,64,187,1.00E-09,0.000689099,0.005329745,NA,NA,NA,0.000689099,0.001012114,1.00E-09,0.00201346,Mississippi,2743,MS,0,0,C000567,1/3/21,Thad,Cochran,Baptist,0,0,0,0,0,1,0,0,0,194,14009,213,300023,109,M,sen,1/7/03,1/3/09,0,2,Republican,0.313,1,0,0,R,NULL,NULL,NULL,NULL,0.78,2.658291,3.505208,2.462312,2.217172,6.4,0,ms,3.689857244,0.095833384,41.68421936,0,13.08879662,11.21514893,0.404824167,0.00497432,29.81354904,0.77,0,0,1,cochran
cochran,2008,0,193002,19,303,2102,212,465,9.84E-05,0.001098435,0.01089108,1.00E-09,0.000689099,0.005329745,0.001098435,0.001569933,1.00E-09,0.002409302,Mississippi,4785,MS,109,0,C000567,1/3/21,Thad,Cochran,Baptist,0,0,0,0,0,1,0,0,0,195,14009,213,300023,110,M,sen,1/7/03,1/3/09,0,2,Republican,0.319,0,1,0,R,NULL,NULL,0,1,0.7697842,2.877698,3.708633,3.036101,2.64982,6.5,0,ms,3.689857244,0.095833384,41.68421936,0,13.08879662,11.21514893,0.404824167,0.00497432,29.81354904,0.77,1,0,1,cochran
cochran,2010,0,554629,193,613,4714,379,1077,0.000347981,0.000683341,0.008499376,9.84E-05,0.001098435,0.01089108,0.000683341,0.001105244,1.00E-09,0.00194184,Mississippi,4805,MS,18,0,C000567,1/3/21,Thad,Cochran,Baptist,0,0,0,0,0,1,0,0,0,197,14009,213,300023,111,M,sen,1/6/09,1/3/15,0,2,Republican,0.325,0,1,0,R,NULL,NULL,0,1,0.7002457,2.965602,3.738916,3.027094,2.324324,10.9,0,ms,3.689857244,0.095833384,41.68421936,0,13.08879662,11.21514893,0.404824167,0.00497432,29.81354904,0.77,0,0,1,cochran
